category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Продукты,Астана,3527008,2936803,BIN376384608690,ТОО Медика 179,4,9,4159.21,9,438,14409420,0
Техника,Атырау,2860449,2991155,BIN272410773551,ТОО АстанаСнаб 53,3,5,3269.08,11,125,2772810,0
Строительство,Астана,1751966,2440711,BIN652168426966,ТОО ЭкоПоставка 454,15,7,97331.44,13,318,12801740,0
Техника,Актобе,1456716,1233372,BIN107503264921,ТОО ПрофСтрой 987,13,2,2411.78,7,29,13211746,0
Техника,Актобе,5401299,3869585,BIN382356772184,ТОО ПрофСтрой 396,4,7,12002.89,4,318,12177353,0
Строительство,Актобе,7289887,4921560,BIN189561682077,ТОО ПрофСтрой 44,15,9,29876.59,12,396,13773012,1
Канцелярия,Актобе,3962625,3674786,BIN161123025934,ТОО ЭкоПоставка 672,3,3,5113.06,5,273,19916186,0
Медикаменты,Актобе,2161944,1441229,BIN793208335838,ТОО СнабKZ 391,13,9,2484.99,13,10,17369988,1
Канцелярия,Атырау,5152812,3773340,BIN537424684223,ТОО Медика 568,5,2,10963.43,4,60,12870914,0
Техника,Атырау,3379579,2920514,BIN539642722902,ТОО СнабKZ 24,9,6,18169.78,15,314,14673885,0
Строительство,Астана,3277152,2825319,BIN425757738543,ТОО СнабKZ 773,8,2,4228.58,2,276,4519481,0
Канцелярия,Астана,2348798,1899034,BIN608378421913,ТОО СнабKZ 154,11,8,65244.39,3,387,3462774,0
Строительство,Актобе,6070461,4429098,BIN443529564744,ТОО ПрофСтрой 424,3,1,6722.55,4,173,10118441,0
Канцелярия,Шымкент,5412395,4349094,BIN198409985329,ТОО Медика 817,7,4,25173.93,2,18,7017672,0
Продукты,Астана,3580169,4730983,BIN953977167668,ТОО Медика 391,3,2,4870.98,10,309,10114340,0
Медикаменты,Шымкент,5581644,3685606,BIN954486902353,ТОО ПрофСтрой 472,13,4,17121.61,13,455,16650236,1
Техника,Шымкент,1435113,1640709,BIN563618298393,ТОО СнабKZ 681,11,9,1655.26,5,86,15256360,0
Строительство,Алматы,1075628,1024421,BIN479870859506,ТОО ТехИмпорт 328,12,2,3425.57,10,87,4351034,0
Канцелярия,Астана,4085098,3915451,BIN682868100058,ТОО АстанаСнаб 145,9,6,12379.08,3,206,10476101,0
Продукты,Алматы,806116,681590,BIN589675231799,ТОО АстанаСнаб 841,10,8,1596.27,9,76,16526271,0
Техника,Алматы,1445625,1476125,BIN550596074977,ТОО АстанаСнаб 124,12,4,2753.57,14,292,9997145,0
Медикаменты,Атырау,2029012,2813817,BIN111844859344,ТОО Медика 474,5,2,3359.29,10,86,3991783,0
Строительство,Актобе,3066540,2245647,BIN854206608102,ТОО ЭкоПоставка 603,5,8,5153.85,12,38,15639114,0
Продукты,Шымкент,5651374,4317741,BIN236185097926,ТОО ЭкоПоставка 152,8,1,13552.46,3,330,3738790,0
Строительство,Шымкент,4777711,3646439,BIN986257505617,ТОО ПрофСтрой 37,6,10,10500.46,8,271,8162952,0
Медикаменты,Астана,3734861,3838371,BIN534964660808,ТОО ЭкоПоставка 180,8,1,30613.61,5,405,7015974,0
Медикаменты,Атырау,4779656,4137874,BIN600108963715,ТОО СнабKZ 475,2,10,14983.25,6,253,18617712,0
Продукты,Алматы,1786884,1386733,BIN463593045222,ТОО Медика 956,4,8,3785.77,14,469,19391026,0
Медикаменты,Астана,5577257,4022943,BIN468122618229,ТОО АстанаСнаб 819,11,7,12339.06,12,186,2102425,0
Канцелярия,Актобе,2988708,3927091,BIN682034925595,ТОО СнабKZ 916,5,6,5161.84,4,149,15382200,0
Продукты,Шымкент,4247102,4634552,BIN806790269816,ТОО Медика 293,8,6,12169.35,8,149,19249564,0
Медикаменты,Астана,6156466,4805824,BIN566771923846,ТОО ПрофСтрой 965,12,2,26309.68,13,469,18851839,0
Продукты,Шымкент,1099164,1351799,BIN834880333626,ТОО Медика 642,10,3,15481.18,7,305,19357108,0
Канцелярия,Шымкент,6312610,4774265,BIN903037186912,ТОО СнабKZ 623,14,9,25661.02,7,285,6943050,0
Медикаменты,Алматы,4113124,4979046,BIN655623041028,ТОО ЭкоПоставка 903,8,5,8209.83,11,391,10550858,0
Продукты,Алматы,3791663,4320334,BIN378504800048,ТОО Медика 429,12,3,4085.84,15,284,14036760,0
Канцелярия,Атырау,5801606,4790997,BIN759914537909,ТОО Медика 590,3,10,12722.82,14,56,11222291,0
Канцелярия,Атырау,3636430,4363343,BIN465447851895,ТОО ПрофСтрой 743,10,7,7607.59,1,306,7774595,0
Медикаменты,Атырау,1793473,2271244,BIN814953662525,ТОО Медика 683,12,7,2356.73,10,448,13285303,0
Строительство,Атырау,4154743,3174182,BIN257640832406,ТОО ЭкоПоставка 325,13,4,5005.71,8,81,13053679,0
Медикаменты,Шымкент,4038190,3139068,BIN518833508235,ТОО ПрофСтрой 433,9,2,4318.92,12,457,3986729,0
Медикаменты,Атырау,6077990,4299751,BIN576542491236,ТОО Медика 678,8,3,19669.87,2,312,14110718,1
Техника,Астана,1713831,1460811,BIN447932668345,ТОО ЭкоПоставка 982,5,1,6747.37,5,50,17220794,0
Техника,Актобе,5446306,4845995,BIN221985719766,ТОО СнабKZ 65,15,2,34689.85,11,462,9746047,0
Техника,Шымкент,7622665,4807920,BIN486192661846,ТОО ТехИмпорт 607,6,7,95283.31,9,14,16440012,0
Строительство,Атырау,6120209,4417872,BIN714835287288,ТОО ПрофСтрой 171,15,8,6348.76,7,392,1461876,0
Канцелярия,Астана,3427617,2193489,BIN727483483133,ТОО Медика 27,14,3,3504.72,9,399,16352123,1
Канцелярия,Шымкент,3736524,3809127,BIN922528278268,ТОО Медика 429,10,10,23648.89,3,388,11694567,0
Медикаменты,Атырау,868909,1135654,BIN261645316881,ТОО Медика 662,2,7,1758.93,1,377,1008348,0
Медикаменты,Шымкент,3528158,4422450,BIN242559172816,ТОО Медика 654,11,9,11060.06,12,180,19078314,0
Канцелярия,Актобе,1365799,1823695,BIN985061564710,ТОО ПрофСтрой 776,15,4,1443.76,3,361,13912898,0
Медикаменты,Алматы,2325118,1495903,BIN923205601949,ТОО ПрофСтрой 33,11,7,8908.5,10,223,8347458,1
Медикаменты,Астана,3638073,2429839,BIN873085921845,ТОО ТехИмпорт 924,8,3,35321.1,12,379,5206291,0
Канцелярия,Актобе,1396555,1252255,BIN322251479116,ТОО ЭкоПоставка 666,12,6,4593.93,3,370,15654085,0
Строительство,Алматы,4113385,4829587,BIN410805300259,ТОО АстанаСнаб 582,9,2,11177.68,12,450,16039605,0
Продукты,Астана,3740860,3341967,BIN652089992849,ТОО Медика 719,5,10,128995.17,11,143,3698771,0
Продукты,Актобе,517893,614619,BIN271378545770,ТОО ТехИмпорт 832,4,8,693.3,2,264,15112710,0
Медикаменты,Актобе,3927899,3647897,BIN635339736726,ТОО ТехИмпорт 832,10,4,47901.21,13,389,7392842,0
Техника,Шымкент,3699254,4033590,BIN648135919149,ТОО СнабKZ 470,9,6,6378.02,3,74,5689188,0
Техника,Атырау,4327030,3133784,BIN962323577702,ТОО СнабKZ 241,2,1,16452.59,2,104,18095310,1
Продукты,Алматы,1546516,1089226,BIN565356511985,ТОО Медика 166,14,5,2612.36,7,85,11429339,1
Медикаменты,Алматы,3387371,3530390,BIN552561285967,ТОО ЭкоПоставка 940,14,4,4596.16,12,389,11223454,0
Строительство,Алматы,2905188,3083874,BIN476412428312,ТОО ПрофСтрой 826,9,1,8803.6,10,377,7833133,0
Техника,Астана,2640103,3055694,BIN800468289648,ТОО ПрофСтрой 352,5,8,6551.12,15,208,7119797,0
Канцелярия,Актобе,671834,540552,BIN371672605589,ТОО Медика 741,1,9,1975.98,7,304,19399059,0
Медикаменты,Атырау,3666060,4405354,BIN676942748516,ТОО Медика 681,9,9,5049.67,9,130,16565299,0
Медикаменты,Шымкент,6351686,4785782,BIN680817048578,ТОО АстанаСнаб 86,12,9,7120.72,8,229,15772316,0
Техника,Шымкент,5830061,4651873,BIN844091027326,ТОО ТехИмпорт 395,5,3,11971.38,2,491,10471756,0
Продукты,Астана,1642561,1534404,BIN613968293701,ТОО ТехИмпорт 273,10,2,21612.64,15,338,18107731,0
Медикаменты,Алматы,1489642,1489950,BIN386449741700,ТОО АстанаСнаб 326,4,2,6006.62,7,220,10104806,0
Продукты,Алматы,6821906,4575029,BIN635105514685,ТОО ТехИмпорт 879,13,1,14702.38,8,156,19117071,1
Техника,Алматы,1262888,960847,BIN916782385595,ТОО ТехИмпорт 300,15,3,1514.25,2,56,9526156,0
Канцелярия,Алматы,2248792,1679703,BIN937470905294,ТОО ПрофСтрой 664,2,10,6712.81,4,422,18063307,0
Строительство,Астана,587448,796368,BIN871131204099,ТОО ПрофСтрой 262,1,2,1140.68,14,46,10174724,0
Техника,Шымкент,6129073,4573821,BIN505769197598,ТОО Медика 265,14,7,2043024.33,5,434,10763259,0
Медикаменты,Шымкент,1365808,1672684,BIN904115458475,ТОО ЭкоПоставка 271,8,9,34145.2,2,104,18190092,0
Строительство,Астана,4836246,3730068,BIN878588973796,ТОО ТехИмпорт 542,1,2,5245.39,5,249,2739193,0
Канцелярия,Актобе,4374065,3633881,BIN123572866618,ТОО ПрофСтрой 192,10,9,11664.17,12,372,2217183,0
Строительство,Шымкент,6579231,4855573,BIN143464735438,ТОО ПрофСтрой 475,8,9,7128.09,5,461,16525616,0
Техника,Шымкент,990553,1092144,BIN396633883238,ТОО СнабKZ 7,8,4,8394.52,11,411,2539621,0
Канцелярия,Астана,5395978,3862079,BIN961078300612,ТОО Медика 219,1,10,12017.77,5,94,12778072,0
Продукты,Актобе,6405297,4578769,BIN104983103446,ТОО СнабKZ 360,10,2,6630.74,13,255,3899099,0
Канцелярия,Актобе,2536536,2791904,BIN531713540421,ТОО Медика 529,15,1,2617.68,13,215,9677795,1
Строительство,Алматы,919736,793497,BIN297704254858,ТОО ПрофСтрой 50,9,3,964.08,10,278,5701014,0
Строительство,Алматы,2314968,2495557,BIN453960000758,ТОО АстанаСнаб 343,2,2,7443.63,4,235,14747615,0
Строительство,Алматы,2380328,3112197,BIN242653534973,ТОО Медика 958,14,4,4751.15,10,402,9327097,0
Медикаменты,Актобе,4229464,2908018,BIN576288620544,ТОО ПрофСтрой 600,13,9,234970.22,3,270,11131804,1
Продукты,Атырау,752389,529387,BIN539912048653,ТОО СнабKZ 976,15,2,1313.07,10,57,13046698,1
Строительство,Атырау,1867426,2167558,BIN449370056688,ТОО Медика 367,8,6,3906.75,3,332,1444613,0
Техника,Шымкент,5782800,4513606,BIN642025080975,ТОО ПрофСтрой 147,15,10,9970.34,1,266,17626023,1
Продукты,Астана,4406821,4169819,BIN852035159949,ТОО АстанаСнаб 819,14,7,13517.86,15,392,13090007,0
Медикаменты,Алматы,3200539,2544716,BIN343766615173,ТОО СнабKZ 943,7,9,3467.54,1,46,12601092,0
Строительство,Атырау,1039870,1462755,BIN623183942982,ТОО ПрофСтрой 201,5,2,1554.36,9,313,4099172,0
Техника,Атырау,3999174,3179162,BIN941360897446,ТОО Медика 270,9,5,10176.02,9,297,7211816,0
Продукты,Астана,1443282,1479255,BIN662379668899,ТОО ТехИмпорт 439,15,9,2248.1,4,313,1697717,0
Медикаменты,Актобе,5331652,4428894,BIN193162742923,ТОО АстанаСнаб 662,9,6,6835.45,13,442,16298801,0
Строительство,Алматы,6978410,4642857,BIN263403836163,ТОО Медика 311,1,3,71942.37,13,456,18900742,0
Медикаменты,Актобе,2468132,2158298,BIN380826131200,ТОО ЭкоПоставка 291,2,5,2763.87,8,317,3521123,0
Канцелярия,Актобе,4512440,4838944,BIN283017022077,ТОО АстанаСнаб 707,6,2,16058.51,6,293,3200155,0
Медикаменты,Алматы,939217,1040398,BIN224236181087,ТОО Медика 47,3,3,1467.53,3,117,12661618,0
Медикаменты,Шымкент,1837930,1582440,BIN318275052354,ТОО ТехИмпорт 162,2,9,2134.65,15,95,10892452,0
Техника,Актобе,4723002,4523436,BIN428465279705,ТОО ТехИмпорт 312,13,5,5925.97,3,198,13507347,0
Техника,Астана,5492225,4171870,BIN581627301692,ТОО Медика 237,2,2,9842.7,14,208,18243369,0
Продукты,Астана,5959781,4168816,BIN299835854917,ТОО АстанаСнаб 513,1,5,7506.02,11,447,6384135,0
Медикаменты,Шымкент,1938731,1795429,BIN179225067400,ТОО ТехИмпорт 164,9,8,2408.36,11,197,16588935,0
Продукты,Алматы,805459,511669,BIN131792004084,ТОО ПрофСтрой 282,6,3,10739.45,3,174,2467929,0
Строительство,Атырау,2886994,2551061,BIN611565382452,ТОО ПрофСтрой 175,10,2,42455.79,12,127,6012126,0
Техника,Шымкент,6223066,3951574,BIN343783444378,ТОО Медика 472,13,5,388941.62,2,247,2400719,1
Строительство,Шымкент,902991,591834,BIN198720877075,ТОО АстанаСнаб 932,2,4,2821.85,15,202,4222153,0
Канцелярия,Шымкент,631743,505004,BIN874461402419,ТОО Медика 824,13,1,1591.29,1,194,18262046,1
Медикаменты,Алматы,3274353,4091822,BIN523161517149,ТОО ЭкоПоставка 998,6,8,9463.45,3,147,12773094,0
Продукты,Шымкент,3756259,4584936,BIN358837544380,ТОО ТехИмпорт 64,8,10,5435.98,11,194,12727124,0
Медикаменты,Шымкент,3926856,3653619,BIN203303679032,ТОО Медика 388,8,6,9916.3,15,367,18289422,0
Строительство,Астана,5449061,4473671,BIN426713877612,ТОО АстанаСнаб 83,2,4,6425.78,4,480,16197956,0
Канцелярия,Актобе,1438493,1067618,BIN288960689259,ТОО ЭкоПоставка 415,8,5,2350.48,14,123,9484744,0
Канцелярия,Актобе,2292261,1934933,BIN823362919987,ТОО АстанаСнаб 166,4,5,4485.83,8,405,7128125,0
Продукты,Шымкент,2954587,2562718,BIN196900876143,ТОО ТехИмпорт 828,12,6,6017.49,2,440,4916510,0
Канцелярия,Астана,4968105,3264006,BIN965888356949,ТОО СнабKZ 291,10,4,5964.11,3,265,2482295,1
Канцелярия,Актобе,5187100,4607624,BIN953198739214,ТОО ЭкоПоставка 380,1,10,8220.44,13,221,7895158,0
Канцелярия,Астана,2935167,3775064,BIN384650182366,ТОО ПрофСтрой 422,5,8,3397.18,10,26,7198729,0
Строительство,Актобе,1526759,1620416,BIN541315469992,ТОО ТехИмпорт 471,5,6,3227.82,13,267,3575449,0
Техника,Атырау,3394753,4416575,BIN362920557230,ТОО СнабKZ 349,5,2,6913.96,15,277,11923923,0
Строительство,Шымкент,3992082,3435629,BIN400685816764,ТОО ТехИмпорт 601,3,6,5940.6,1,200,9993038,0
Канцелярия,Атырау,3394453,2249511,BIN671318311062,ТОО АстанаСнаб 40,14,8,199673.71,6,141,6523089,1
Медикаменты,Астана,2592728,2170936,BIN870212190221,ТОО ТехИмпорт 412,14,5,3228.8,2,220,15554811,1
Строительство,Актобе,4249922,2845147,BIN949467402656,ТОО ЭкоПоставка 921,7,2,55920.03,12,121,6770544,0
Медикаменты,Атырау,2351434,2946834,BIN955440163291,ТОО ТехИмпорт 62,13,6,3288.72,14,481,18812362,0
Техника,Шымкент,1310633,876685,BIN211846603048,ТОО Медика 596,8,9,2259.71,8,186,12463196,0
Продукты,Астана,5231885,3651608,BIN381214272173,ТОО ЭкоПоставка 799,1,4,83045.79,11,72,12930378,0
Техника,Актобе,399132,555050,BIN414115520553,ТОО Медика 823,12,10,600.2,3,125,14351707,0
Продукты,Атырау,4845662,4772656,BIN327653130910,ТОО СнабKZ 184,12,4,7319.73,10,406,9662016,0
Строительство,Астана,471798,546271,BIN880303170053,ТОО Медика 543,6,3,653.46,9,306,14030788,0
Техника,Алматы,383988,545040,BIN178607486356,ТОО ЭкоПоставка 276,15,3,8929.95,3,321,1854413,0
Продукты,Алматы,1978976,1773665,BIN878819446784,ТОО СнабKZ 636,4,5,2843.36,3,418,8756452,0
Продукты,Атырау,5176517,3264869,BIN590334512173,ТОО АстанаСнаб 31,4,8,5223.53,3,372,12527639,0
Техника,Астана,5667802,3578435,BIN523164963444,ТОО СнабKZ 525,10,10,7014.61,13,476,17189455,1
Техника,Шымкент,420041,584486,BIN582146906752,ТОО ПрофСтрой 907,10,3,455.08,4,124,14683577,0
Канцелярия,Алматы,5130545,3876546,BIN971687559974,ТОО СнабKZ 467,13,2,9379.42,12,417,7878378,0
Продукты,Шымкент,3702228,3179264,BIN397031182227,ТОО ТехИмпорт 571,4,1,7360.29,3,219,5524735,0
Продукты,Актобе,5977838,3918857,BIN350312332385,ТОО СнабKZ 462,7,1,15567.29,13,13,4451755,1
Канцелярия,Шымкент,5141621,3563273,BIN968574992986,ТОО ТехИмпорт 135,2,2,8729.41,3,124,5106458,0
Канцелярия,Актобе,5674973,4587756,BIN213116687118,ТОО АстанаСнаб 630,12,1,5680.65,8,403,3812220,1
Техника,Алматы,1576741,1137737,BIN666332568615,ТОО АстанаСнаб 732,15,9,4392.04,15,337,15651254,0
Продукты,Актобе,2902513,2082082,BIN698761038092,ТОО ЭкоПоставка 807,15,5,10292.6,13,315,11235147,0
Канцелярия,Актобе,1542113,1795750,BIN776568806760,ТОО ТехИмпорт 347,8,9,2042.53,1,449,7201061,0
Продукты,Актобе,2498846,1826866,BIN473800629835,ТОО ТехИмпорт 207,7,6,3559.61,2,276,15239202,0
Продукты,Алматы,1059487,708710,BIN340353769806,ТОО ПрофСтрой 735,5,7,1574.27,5,410,10777930,0
Продукты,Актобе,3583114,2847056,BIN480616821264,ТОО ЭкоПоставка 949,8,4,8256.02,11,415,18232160,0
Строительство,Алматы,4528139,3858986,BIN592809714200,ТОО ЭкоПоставка 811,7,3,125781.64,2,328,11283309,0
Техника,Шымкент,3109683,2260101,BIN502839003222,ТОО ТехИмпорт 365,8,5,4843.74,10,10,2083547,0
Техника,Атырау,5348921,3783448,BIN726575561503,ТОО ПрофСтрой 833,2,9,13575.94,4,355,16237603,0
Медикаменты,Атырау,2229197,1757663,BIN869191976122,ТОО АстанаСнаб 396,7,10,5912.99,9,500,14336705,0
Строительство,Алматы,1364663,1840781,BIN453986859930,ТОО Медика 986,6,5,1986.41,11,202,7132046,0
Строительство,Астана,1574559,1845812,BIN557832027300,ТОО СнабKZ 2,1,3,1595.3,13,484,18252053,0
Медикаменты,Алматы,1920927,2598621,BIN400603856621,ТОО ЭкоПоставка 491,14,8,7872.65,8,399,17349056,0
Канцелярия,Шымкент,3585482,2924274,BIN946560558646,ТОО ЭкоПоставка 214,12,4,4767.93,12,294,5999646,0
Медикаменты,Шымкент,2438774,1977202,BIN417324195125,ТОО СнабKZ 850,10,8,3363.83,15,97,16867727,0
Строительство,Шымкент,5000026,3533456,BIN496235642407,ТОО ЭкоПоставка 114,5,1,151515.94,8,425,6352129,1
Техника,Алматы,3161948,3126954,BIN114414912855,ТОО ПрофСтрой 459,9,1,3746.38,10,465,4144343,0
Техника,Актобе,5534415,4940066,BIN681494970162,ТОО СнабKZ 867,8,4,6035.35,6,106,17538707,0
Медикаменты,Актобе,2999078,3553396,BIN487690810265,ТОО ТехИмпорт 704,2,2,26307.7,5,33,8665870,0
Продукты,Шымкент,2017407,1354798,BIN808743732603,ТОО СнабKZ 220,6,5,4238.25,8,199,13203017,0
Канцелярия,Астана,2898423,2662139,BIN968346474223,ТОО ПрофСтрой 256,3,1,3725.48,12,294,14010417,0
Продукты,Астана,2498269,2959340,BIN911139381099,ТОО ПрофСтрой 799,12,2,3385.19,14,52,19562429,0
Строительство,Атырау,3094297,2956288,BIN469431905561,ТОО Медика 454,12,5,54285.91,3,117,11740727,0
Медикаменты,Шымкент,5421803,4507778,BIN409629569342,ТОО ТехИмпорт 169,9,5,8405.9,1,349,19495661,0
Продукты,Шымкент,1201311,917830,BIN960403469508,ТОО ПрофСтрой 292,10,2,1503.52,15,446,10818355,0
Медикаменты,Актобе,5065331,4927947,BIN240178697075,ТОО ЭкоПоставка 736,14,5,16499.45,2,35,3327066,0
Продукты,Шымкент,1559424,1602881,BIN474747127266,ТОО Медика 517,3,1,11637.49,7,222,2583178,0
Медикаменты,Шымкент,3827578,4812044,BIN922961743618,ТОО ЭкоПоставка 725,5,4,11633.98,2,129,9312726,0
Медикаменты,Астана,3353097,3442194,BIN153528939409,ТОО СнабKZ 408,9,5,3684.72,5,26,12116286,0
Продукты,Астана,2749136,1994798,BIN215841352204,ТОО АстанаСнаб 128,12,9,10952.73,11,297,6080912,0
Канцелярия,Алматы,2935582,2155777,BIN416583210640,ТОО СнабKZ 80,4,6,5733.56,8,273,1335249,0
Медикаменты,Астана,2566290,1677960,BIN469962200299,ТОО СнабKZ 465,3,10,10024.57,14,231,1376095,0
Техника,Шымкент,902614,1090283,BIN759045593223,ТОО Медика 480,11,9,1125.45,10,192,11062059,0
Канцелярия,Атырау,5239466,4141278,BIN145613249034,ТОО СнабKZ 658,9,5,5469.17,11,481,17810638,0
Продукты,Актобе,7034501,4426162,BIN944759432224,ТОО СнабKZ 179,10,1,13051.02,2,447,15219224,1
Строительство,Атырау,4219615,3267379,BIN807166390040,ТОО Медика 805,8,1,5641.2,6,448,13245650,0
Техника,Алматы,985897,656884,BIN573780410852,ТОО ПрофСтрой 762,1,8,1285.39,8,156,18567649,0
Техника,Шымкент,4322496,2861475,BIN149226743568,ТОО Медика 829,3,7,5748.0,4,80,12993914,0
Техника,Шымкент,2315436,2357323,BIN160081897853,ТОО ПрофСтрой 553,6,6,5661.21,13,38,18949584,0
Техника,Атырау,3523059,4902254,BIN656117800673,ТОО ТехИмпорт 640,12,2,19251.69,6,481,15226284,0
Канцелярия,Атырау,3819664,4849105,BIN985822065881,ТОО СнабKZ 769,3,4,5977.56,3,333,14962864,0
Канцелярия,Шымкент,2878558,2139352,BIN846938590840,ТОО ЭкоПоставка 961,13,4,19190.39,11,263,18058172,0
Канцелярия,Атырау,5551403,3481839,BIN838999888663,ТОО АстанаСнаб 763,9,7,20869.94,14,188,1832383,0
Продукты,Шымкент,745178,682478,BIN783056431823,ТОО ТехИмпорт 413,4,6,2729.59,9,84,4689169,0
Техника,Алматы,1227097,968421,BIN902518651887,ТОО ПрофСтрой 344,15,5,4544.8,9,239,13922781,0
Строительство,Астана,4895683,3621532,BIN611773268606,ТОО СнабKZ 488,15,9,6706.42,1,325,5319970,0
Медикаменты,Шымкент,2638961,2617947,BIN278597990962,ТОО СнабKZ 742,10,5,34723.17,12,200,12012971,0
Техника,Астана,2283190,2667452,BIN186772121931,ТОО ЭкоПоставка 679,14,1,3357.63,7,114,9760926,1
Продукты,Актобе,4176802,3075796,BIN927018513101,ТОО ПрофСтрой 766,7,6,7008.06,13,477,3117958,0
Строительство,Актобе,2173543,1639945,BIN920407672684,ТОО АстанаСнаб 500,12,8,2751.32,6,67,6878278,0
Техника,Алматы,2557031,1647782,BIN673153800585,ТОО ПрофСтрой 116,3,3,5083.56,7,380,12918053,0
Строительство,Алматы,2976039,2457515,BIN555433535696,ТОО ПрофСтрой 765,6,4,3343.86,3,259,16784725,0
Техника,Алматы,3351510,4663376,BIN650187559231,ТОО ТехИмпорт 805,12,1,5204.21,7,485,19465979,1
Продукты,Алматы,2809427,1837367,BIN998884898348,ТОО СнабKZ 592,15,4,3210.77,15,237,5659255,1
Продукты,Астана,5514990,3664286,BIN732252248126,ТОО ТехИмпорт 654,2,2,9541.51,13,130,14272771,0
Техника,Алматы,3311687,2381098,BIN385895940234,ТОО СнабKZ 80,9,7,5892.68,8,226,12189019,0
Медикаменты,Актобе,3724210,2900766,BIN727257256943,ТОО ТехИмпорт 530,15,7,6686.19,12,164,2592932,0
Строительство,Шымкент,3262673,2060237,BIN285135047282,ТОО ПрофСтрой 138,4,8,4166.89,10,308,13521741,0
Медикаменты,Атырау,5897727,3785147,BIN423225366212,ТОО ТехИмпорт 644,3,8,9845.95,3,328,8978531,0
Техника,Актобе,5544298,4674233,BIN111200169376,ТОО ЭкоПоставка 927,2,8,9882.88,7,24,9806265,0
Продукты,Алматы,2015077,1723574,BIN597225860571,ТОО Медика 130,12,1,2547.51,1,241,18190063,1
Канцелярия,Актобе,3408655,3438258,BIN798852851595,ТОО ПрофСтрой 60,7,7,29900.48,13,378,7035962,0
Продукты,Астана,4233540,4657145,BIN254170343698,ТОО СнабKZ 255,7,1,17787.98,2,463,7159603,0
Медикаменты,Актобе,5373244,4289360,BIN119895944723,ТОО ПрофСтрой 734,2,6,6775.84,1,449,7456122,0
Строительство,Актобе,2219314,2176569,BIN390498432888,ТОО АстанаСнаб 734,15,6,4317.73,13,209,18242822,0
Канцелярия,Алматы,2697594,3054787,BIN799804285206,ТОО СнабKZ 784,15,5,11287.0,2,298,1326985,0
Техника,Актобе,1833066,1295975,BIN992949698110,ТОО ЭкоПоставка 886,13,4,3050.03,7,270,8092145,1
Канцелярия,Шымкент,1757388,1851705,BIN680426765512,ТОО ПрофСтрой 498,5,10,1768.0,1,311,10905372,0
Канцелярия,Астана,2898988,2405266,BIN561822134118,ТОО ТехИмпорт 518,12,4,6805.14,11,210,2613195,0
Продукты,Атырау,573130,622479,BIN541803220899,ТОО ЭкоПоставка 97,10,5,841.6,10,320,16201462,0
Канцелярия,Актобе,3528949,2255804,BIN988514911615,ТОО СнабKZ 134,6,6,4814.39,6,118,3938979,0
Канцелярия,Актобе,1754013,2050978,BIN359975591413,ТОО СнабKZ 212,2,5,7338.97,14,384,19809857,0
Продукты,Астана,436412,541353,BIN713087889319,ТОО ТехИмпорт 342,5,1,4692.6,5,273,13310093,0
Техника,Алматы,2735539,2378067,BIN336208590557,ТОО ПрофСтрой 710,13,1,5019.34,9,220,17986294,1
Продукты,Шымкент,4508799,4542063,BIN885830415503,ТОО ЭкоПоставка 112,6,10,10019.55,3,340,15573239,0
Канцелярия,Астана,1935462,2631335,BIN640984036540,ТОО ПрофСтрой 819,4,6,3062.44,2,117,17957565,0
Продукты,Астана,4980324,4594926,BIN404488719071,ТОО ПрофСтрой 512,13,4,6917.12,8,60,6641152,0
Продукты,Алматы,5097831,4668214,BIN943113302110,ТОО ТехИмпорт 556,8,5,164446.16,14,83,14206455,0
Продукты,Алматы,1558783,1322831,BIN660867408559,ТОО АстанаСнаб 559,15,9,2198.57,12,372,3325655,0
Медикаменты,Алматы,2841111,2555731,BIN882270796874,ТОО АстанаСнаб 728,3,7,4589.84,13,200,12903980,0
Техника,Атырау,1166471,1322469,BIN860624767659,ТОО Медика 17,2,2,50716.13,8,93,12549499,0
Продукты,Шымкент,5410644,4285690,BIN445935443353,ТОО ТехИмпорт 984,10,5,17068.28,1,333,5102580,0
Медикаменты,Алматы,6509729,4687373,BIN170453974491,ТОО СнабKZ 500,12,4,14530.65,10,298,19477763,0
Медикаменты,Астана,4836927,3987701,BIN667579459766,ТОО ПрофСтрой 298,5,2,15502.97,10,259,19890956,0
Канцелярия,Шымкент,1360093,1705223,BIN949830316654,ТОО ЭкоПоставка 617,8,10,1951.35,1,215,1120933,0
Строительство,Алматы,1452027,1764812,BIN724838639555,ТОО ПрофСтрой 300,3,4,1469.66,14,180,16984587,0
Продукты,Астана,1758835,1784296,BIN127495263965,ТОО ТехИмпорт 863,9,1,3815.26,3,179,18031359,0
Продукты,Астана,5298141,3567305,BIN886652201593,ТОО АстанаСнаб 715,1,8,21192.56,3,158,3107346,0
Продукты,Шымкент,6441531,4421437,BIN327739484312,ТОО ЭкоПоставка 844,9,7,8498.06,15,486,10607684,0
Техника,Астана,1541646,1408777,BIN379875463057,ТОО ЭкоПоставка 780,3,2,3301.17,10,56,6239714,0
Канцелярия,Алматы,2213376,1391461,BIN444767491803,ТОО ПрофСтрой 84,2,2,6789.5,13,464,5513441,0
Продукты,Атырау,843816,823636,BIN887709423761,ТОО Медика 242,10,6,13393.9,7,375,11785538,0
